zip3,destination_area,destination_state,scf_name,scf_state,scf_id
763,FT WORTH ,TX,SCF FT WORTH,TX,760
764,FT WORTH,TX,SCF FT WORTH,TX,760
765,AUSTIN,TX,SCF AUSTIN,TX,786
766,FT WORTH,TX,SCF FT WORTH,TX,760
767,FT WORTH,TX,SCF FT WORTH,TX,760
768,ABILENE,TX,SCF ABILENE,TX,795
769,ABILENE,TX,SCF ABILENE,TX,795
770,SOUTH HOUSTON,TX,SCF SOUTH HOUSTON,TX,774
772,SOUTH HOUSTON,TX,SCF SOUTH HOUSTON,TX,774
773,NORTH HOUSTON,TX,SCF NORTH HOUSTON,TX,773
774,SOUTH HOUSTON,TX,SCF SOUTH HOUSTON,TX,774
775,NORTH HOUSTON,TX,SCF NORTH HOUSTON,TX,773
776,NORTH HOUSTON,TX,SCF NORTH HOUSTON,TX,773
777,NORTH HOUSTON,TX,SCF NORTH HOUSTON,TX,773
778,NORTH HOUSTON ,TX,SCF NORTH HOUSTON,TX,773
779,CORPUS CHRISTI,TX,SCF CORPUS CHRISTI,TX,783
780,SAN ANTONIO,TX,SCF SAN ANTONIO,TX,780
781,SAN ANTONIO,TX,SCF SAN ANTONIO,TX,780
782,SAN ANTONIO,TX,SCF SAN ANTONIO,TX,780
783,CORPUS CHRISTI,TX,SCF CORPUS CHRISTI,TX,783
784,CORPUS CHRISTI,TX,SCF CORPUS CHRISTI,TX,783
785,MCALLEN,TX,MCALLEN,TX,"785,	D"
786,AUSTIN,TX,SCF AUSTIN,TX,786
787,AUSTIN,TX,SCF AUSTIN,TX,786
788,SAN ANTONIO,TX,SCF SAN ANTONIO,TX,780
789,AUSTIN,TX,SCF AUSTIN,TX,786
790,AMARILLO,TX,SCF AMARILLO,TX,790
791,AMARILLO,TX,SCF AMARILLO,TX,790
792,AMARILLO,TX,SCF AMARILLO,TX,790
793,LUBBOCK,TX,SCF LUBBOCK,TX,793
794,LUBBOCK,TX,SCF LUBBOCK,TX,793
795,ABILENE,TX,SCF ABILENE,TX,795
796,ABILENE,TX,SCF ABILENE,TX,795
797,MIDLAND,TX,MIDLAND,TX,"797,	D"
798,EL PASO,TX,SCF EL PASO,TX,798
799,EL PASO,TX,SCF EL PASO,TX,798
800,DENVER,CO,SCF DENVER,CO,800
801,DENVER,CO,SCF DENVER,CO,800
802,DENVER,CO,SCF DENVER,CO,800
803,BOULDER,CO,SCF DENVER,CO,800
804,DENVER,CO,SCF DENVER,CO,800
805,LONGMONT,CO,SCF DENVER,CO,800
806,DENVER,CO,SCF DENVER,CO,800
807,DENVER,CO,SCF DENVER,CO,800
808,COLORADO SPGS,CO,SCF COLORADO SPRINGS,CO,808
809,COLORADO SPGS,CO,SCF COLORADO SPRINGS,CO,808
810,COLORADO SPGS,CO,SCF COLORADO SPRINGS,CO,808
811,DENVER,CO,SCF COLORADO SPRINGS,CO,808
812,DENVER,CO,SCF COLORADO SPRINGS,CO,808
813,ALBUQUERQUE,NM,SCF ALBUQUERQUE,NM,870
814,GRAND JUNCTION,CO,SCF GRAND JUNCTION,CO,814
815,GRAND JUNCTION,CO,SCF GRAND JUNCTION,CO,814
816,GRAND JUNCTION,CO,SCF GRAND JUNCTION,CO,814
820,CHEYENNE,WY,SCF CHEYENNE,WY,820
821,YELLOWSTONE NL PK,WY,SCF BILLINGS,MT,590
822,CHEYENNE,WY,SCF CHEYENNE,WY,820
823,CHEYENNE,WY,SCF CHEYENNE,WY,820
824,CASPER,WY,SCF CASPER,WY,826
825,CASPER,WY,SCF CASPER,WY,826
826,CASPER,WY,SCF CASPER,WY,826
827,CASPER,WY,SCF CASPER,WY,826
828,CASPER,WY,SCF CASPER,WY,826
829,SALT LAKE CITY,UT,SCF SALT LAKE CITY,UT,840
830,SALT LAKE CITY,UT,SCF SALT LAKE CITY,UT,840
831,SALT LAKE CITY,UT,SCF SALT LAKE CITY,UT,840
832,BOISE,ID,SCF BOISE,ID,836
833,BOISE,ID,SCF BOISE,ID,836
834,BOISE,ID,SCF BOISE,ID,836
835,SPOKANE,WA,SCF SPOKANE,WA,990
836,BOISE,ID,SCF BOISE,ID,836
837,BOISE,ID,SCF BOISE,ID,836
838,SPOKANE,WA,SCF SPOKANE,WA,990
840,SALT LAKE CITY,UT,SCF SALT LAKE CITY,UT,840
841,SALT LAKE CITY,UT,SCF SALT LAKE CITY,UT,840
842,SALT LAKE CITY,UT,SCF SALT LAKE CITY,UT,840
843,SALT LAKE CITY,UT,SCF SALT LAKE CITY,UT,840
844,SALT LAKE CITY,UT,SCF SALT LAKE CITY,UT,840
845,PROVO,UT,SCF PROVO,UT,846
846,PROVO,UT,SCF PROVO,UT,846
847,PROVO,UT,SCF LAS VEGAS,NV,890
850,PHOENIX,AZ,SCF PHOENIX,AZ,852
851,PHOENIX,AZ,SCF PHOENIX,AZ,852
852,PHOENIX,AZ,SCF PHOENIX,AZ,852
853,PHOENIX,AZ,SCF PHOENIX,AZ,852
855,PHOENIX,AZ,SCF PHOENIX,AZ,852
856,TUCSON,AZ,SCF TUCSON,AZ,856
857,TUCSON,AZ,SCF TUCSON,AZ,856
859,PHOENIX,AZ,SCF PHOENIX,AZ,852
860,PHOENIX ,AZ,SCF PHOENIX,AZ,852
863,PHOENIX,AZ,SCF PHOENIX,AZ,852
864,LAS VEGAS,NV,SCF LAS VEGAS,NV,890
865,ALBUQUERQUE,NM,SCF ALBUQUERQUE,NM,870
870,ALBUQUERQUE,NM,SCF ALBUQUERQUE,NM,870
871,ALBUQUERQUE,NM,SCF ALBUQUERQUE,NM,870
873,ALBUQUERQUE,NM,SCF ALBUQUERQUE,NM,870
874,ALBUQUERQUE,NM,SCF ALBUQUERQUE,NM,870
875,ALBUQUERQUE,NM,SCF ALBUQUERQUE,NM,870
876,ALBUQUERQUE,NM,SCF ALBUQUERQUE,NM,870
877,ALBUQUERQUE,NM,SCF ALBUQUERQUE,NM,870
878,ALBUQUERQUE ,NM,SCF ALBUQUERQUE,NM,870
879,ALBUQUERQUE,NM,SCF ALBUQUERQUE,NM,870
880,EL PASO ,TX,SCF EL PASO,TX,798
881,LUBBOCK,TX,SCF LUBBOCK,TX,793
882,LUBBOCK,TX,SCF LUBBOCK,TX,793
883,EL PASO,TX,SCF EL PASO,TX,798
884,ALBUQUERQUE,NM,SCF ALBUQUERQUE,NM,870
885,EL PASO,TX,SCF EL PASO,TX,798
889,LAS VEGAS,NV,SCF LAS VEGAS,NV,890
890,LAS VEGAS,NV,SCF LAS VEGAS,NV,890
891,LAS VEGAS,NV,SCF LAS VEGAS,NV,890
893,LAS VEGAS,NV,SCF LAS VEGAS,NV,890
894,RENO,NV,SCF RENO,NV,894
895,RENO,NV,SCF RENO,NV,894
897,CARSON CITY,NV,SCF RENO,NV,894
898,SALT LAKE CITY,UT,SCF SALT LAKE CITY,UT,840
900,LOS ANGELES,CA,SCF LOS ANGELES,CA,900
901,LOS ANGELES,CA,SCF LOS ANGELES,CA,900
902,LOS ANGELES,CA,SCF LOS ANGELES,CA,900
903,LOS ANGELES,CA,SCF LOS ANGELES,CA,900
904,LOS ANGELES,CA,SCF LOS ANGELES,CA,900
905,LOS ANGELES,CA,SCF LOS ANGELES,CA,900
906,INDUSTRY,CA,SCF INDUSTRY,CA,917
907,LOS ANGELES,CA,SCF LOS ANGELES,CA,900
908,LOS ANGELES,CA,SCF LOS ANGELES,CA,900
910,PASADENA,CA,SCF SANTA CLARITA,CA,913
911,SANTA CLARITA,CA,SCF SANTA CLARITA,CA,913
912,SANTA CLARITA,CA,SCF SANTA CLARITA,CA,913
913,SANTA CLARITA,CA,SCF SANTA CLARITA,CA,913
914,SANTA CLARITA,CA,SCF SANTA CLARITA,CA,913
915,SANTA CLARITA,CA,SCF SANTA CLARITA,CA,913
916,SANTA CLARITA,CA,SCF SANTA CLARITA,CA,913
917,INDUSTRY,CA,SCF INDUSTRY,CA,917
918,INDUSTRY,CA,SCF INDUSTRY,CA,917
919,SAN DIEGO,CA,SCF SAN DIEGO,CA,920
920,SAN DIEGO,CA,SCF SAN DIEGO,CA,920
921,SAN DIEGO,CA,SCF SAN DIEGO,CA,920
922,SN BERNARDINO,CA,SCF SN BERNARDINO,CA,923
923,SN BERNARDINO,CA,SCF SN BERNARDINO,CA,923
924,SN BERNARDINO,CA,SCF SN BERNARDINO,CA,923
925,SN BERNARDINO,CA,SCF SN BERNARDINO,CA,923
926,SANTA ANA,CA,SCF SANTA ANA,CA,926
927,SANTA ANA,CA,SCF SANTA ANA,CA,926
928,ANAHEIM,CA,ANAHEIM,CA,"928,	D"
930,SANTA BARBARA,CA,SCF SANTA BARBARA,CA,931
931,SANTA BARBARA,CA,SCF SANTA BARBARA,CA,931
932,BAKERSFIELD,CA,SCF BAKERSFIELD,CA,932
933,BAKERSFIELD,CA,SCF BAKERSFIELD,CA,932
934,SANTA BARBARA,CA,SCF SANTA BARBARA,CA,931
935,BAKERSFIELD,CA,SCF BAKERSFIELD,CA,932
936,FRESNO,CA,SCF FRESNO,CA,936
937,FRESNO,CA,SCF FRESNO,CA,936
938,FRESNO,CA,SCF FRESNO,CA,936
939,SAN JOSE,CA,SCF SAN JOSE,CA,950
940,SAN FRANCISCO,CA,SCF SAN FRANCISCO,CA,940
941,SAN FRANCISCO,CA,SCF SAN FRANCISCO,CA,940
942,SACRAMENTO,CA,SCF SACRAMENTO,CA,956
943,SAN FRANCISCO,CA,SCF SAN FRANCISCO,CA,940
944,SAN FRANCISCO,CA,SCF SAN FRANCISCO,CA,940
945,OAKLAND,CA,SCF OAKLAND,CA,945
946,OAKLAND,CA,SCF OAKLAND,CA,945
947,OAKLAND,CA,SCF OAKLAND,CA,945
948,OAKLAND,CA,SCF OAKLAND,CA,945
949,NORTH BAY,CA,SCF SAN FRANCISCO,CA,940
950,SAN JOSE,CA,SCF SAN JOSE,CA,950
951,SAN JOSE,CA,SCF SAN JOSE,CA,950
952,SACRAMENTO,CA,SCF SACRAMENTO,CA,956
953,SACRAMENTO,CA,SCF SACRAMENTO,CA,956
954,NORTH BAY,CA,SCF SAN FRANCISCO,CA,940
955,EUREKA,CA,EUREKA,CA,"955,	D"
956,SACRAMENTO,CA,SCF SACRAMENTO,CA,956
957,SACRAMENTO,CA,SCF SACRAMENTO,CA,956
958,SACRAMENTO,CA,SCF SACRAMENTO,CA,956
959,SACRAMENTO,CA,SCF SACRAMENTO,CA,956
960,REDDING,CA,REDDING,CA,"960,	D"
961,RENO,NV,SCF RENO,NV,894
962,APO/FPO ,AP,NA,NA,NA
963,APO/FPO ,AP,NA,NA,NA
964,APO/FPO ,AP,NA,NA,NA
965,APO/FPO ,AP,NA,NA,NA
966,APO/FPO ,AP,NA,NA,NA
967,HONOLULU,HI,SCF HONOLULU,HI,967
968,HONOLULU,HI,SCF HONOLULU,HI,967
969,BARRIGADA,GU,BARRIGADA,GU,"969,	D"
970,PORTLAND,OR,SCF PORTLAND,OR,970
971,PORTLAND,OR,SCF PORTLAND,OR,970
972,PORTLAND,OR,SCF PORTLAND,OR,970
973,PORTLAND,OR,SCF PORTLAND,OR,970
974,EUGENE,OR,EUGENE,OR,"974,	D"
975,MEDFORD,OR,SCF MEDFORD,OR,975
976,MEDFORD,OR,SCF MEDFORD,OR,975
977,PORTLAND,OR,EUGENE,OR,"974,	D"
978,PORTLAND,OR,SCF PORTLAND,OR,970
979,BOISE,ID,SCF BOISE,ID,836
980,SEATTLE,WA,SCF SEATTLE,WA,980
981,SEATTLE,WA,SCF SEATTLE,WA,980
982,SEATTLE,WA,SCF SEATTLE,WA,980
983,TACOMA,WA,SCF TACOMA,WA,983
984,TACOMA,WA,SCF TACOMA,WA,983
985,TACOMA,WA,SCF TACOMA,WA,983
986,PORTLAND,OR,SCF PORTLAND,OR,970
988,WENATCHEE,WA,WENATCHEE,WA,"988,	D"
989,YAKIMA,WA,YAKIMA,WA,"989,	D"
990,SPOKANE,WA,SCF SPOKANE,WA,990
991,SPOKANE,WA,SCF SPOKANE,WA,990
992,SPOKANE,WA,SCF SPOKANE,WA,990
993,SPOKANE,WA,SCF SPOKANE,WA,990
994,SPOKANE,WA,SCF SPOKANE,WA,990
995,ANCHORAGE,AK,SCF ANCHORAGE,AK,995
996,ANCHORAGE,AK,SCF ANCHORAGE,AK,995
997,FAIRBANKS,AK,SCF ANCHORAGE,AK,995
998,JUNEAU,AK,JUNEAU,AK,"998,	D"
999,KETCHIKAN,AK,KETCHIKAN,AK,"999,	D"
